"source","target","weight","evidence_type"
"CENPL","H2BC6",8e-04,"Experiments"
"CENPL","H4C12",8e-04,"Experiments"
"CENPL","H4C14",8e-04,"Experiments"
"CENPL","H4C8",8e-04,"Experiments"
"CENPL","H4C5",8e-04,"Experiments"
"CENPL","CENPW",0.000974,"Experiments + Databases"
"CENPL","CENPI",0.000995,"Experiments + Databases"
"CENPL","CENPK",0.000995,"Experiments + Databases"
"CENPL","CENPO",0.000996,"Experiments + Databases"
"PXDNL","CEL",0.000487,"Text-mining"
"UBE2C","PTTG1",0.000422,"Databases"
"UBE2C","TOP2A",0.00047,"Text-mining"
"UBE2C","NEK2",0.000499,"Databases"
"UBE2C","CCNA2",0.000499,"Databases"
"UBE2C","EHMT2",0.000499,"Databases"
"UBE2C","CDC20B",0.000545,"Databases"
"UBE2C","CDK1",0.000659,"Databases"
"UBE2C","RAD51",0.00072,"Databases"
"UBE2C","BRCA2",0.00072,"Databases"
"UBE2C","CUL7",9e-04,"Databases"
"UBE2C","CDC20",0.00097,"Experiments + Databases"
"MAGEA1","TRIM31",0.000807,"Experiments"
"SCRIB","DLG5",0.00082,"Databases"
"COL9A1","COL15A1",4e-04,"Databases"
"COL9A1","SERPINH1",0.000505,"Databases"
"COL9A1","COL2A1",0.000513,"Experiments"
"INKA2","DNASE1L2",0.000671,"Experiments"
"SMC1B","H2BC11",0.000499,"Databases"
"SMC1B","H2BC15",0.000499,"Databases"
"SMC1B","H2AX",0.000499,"Databases"
"SMC1B","H2BC9",0.000499,"Databases"
"SMC1B","H2BC17",0.000499,"Databases"
"SMC1B","SGO2",9e-04,"Databases"
"SGO2","KIF2C",0.000621,"Experiments"
"SGO2","CDCA8",0.000867,"Experiments"
"PRIM1","DNA2",0.000499,"Databases"
"PRIM1","RFC3",0.000499,"Databases"
"PRIM1","RFC4",0.000499,"Databases"
"PRIM1","MCM3",0.00072,"Databases"
"PRIM1","PCNA",0.00072,"Databases"
"PRIM1","POLG2",9e-04,"Databases"
"PRIM1","POLD1",0.000951,"Experiments + Databases"
"PRIM1","PRIM2",0.000999,"Experiments + Databases"
"DNA2","XRCC2",0.000499,"Databases"
"DNA2","RHNO1",0.000499,"Databases"
"DNA2","RFC3",0.000499,"Databases"
"DNA2","PCNA",0.000499,"Databases"
"DNA2","POLD1",0.000499,"Databases"
"DNA2","PRIM2",0.000499,"Databases"
"DNA2","XRCC3",0.000499,"Databases"
"DNA2","RFC4",0.000499,"Databases"
"DNA2","BRCA2",0.000499,"Databases"
"DNA2","RAD51",0.000575,"Experiments + Databases"
"DNA2","MCM10",0.000597,"Text-mining"
"DNA2","EXO1",0.000855,"Databases"
"DNA2","WDHD1",0.000879,"Experiments"
"H2AC13","H2BC15",0.000492,"Experiments + Databases"
"H2AC13","H2BC9",0.000494,"Experiments + Databases"
"H2AC13","USP21",0.000499,"Databases"
"H2AC13","H2BC17",0.000613,"Experiments + Databases"
"H2AC13","H2BC6",0.000906,"Experiments"
"H2AC13","H4C5",0.000907,"Experiments"
"H2AC13","NSD2",0.000907,"Experiments"
"H2AC13","H4C8",0.000907,"Experiments"
"H2AC13","H4C14",0.000907,"Experiments"
"H2AC13","H4C12",0.000907,"Experiments"
"H2AC13","H2BC8",0.000936,"Experiments"
"H2AC13","H2AC11",0.000939,"Experiments"
"H2AC13","H2BC18",0.000942,"Experiments + Databases"
"H2AC13","H2BC11",0.000967,"Experiments + Databases"
"SYN3","PPFIA4",0.000499,"Databases"
"NOL12","RPL30",0.000422,"Experiments"
"H2AC11","H4C5",0.000907,"Experiments"
"H2AC11","NSD2",0.000907,"Experiments"
"H2AC11","H4C8",0.000907,"Experiments"
"H2AC11","H2BC18",0.000907,"Experiments"
"H2AC11","H4C14",0.000907,"Experiments"
"H2AC11","H2BC6",0.000911,"Experiments"
"H2AC11","H4C12",0.000916,"Experiments"
"H2AC11","H2BC8",0.00094,"Experiments"
"H2AC11","H2BC11",0.000947,"Experiments"
"XRCC2","EXO1",0.000499,"Databases"
"XRCC2","BRCA2",0.000885,"Databases"
"XRCC2","RAD51",0.000938,"Experiments + Databases"
"XRCC2","XRCC3",0.000984,"Databases"
"DNMT1","HMGA2",0.000426,"Text-mining"
"DNMT1","CHEK1",0.000457,"Experiments"
"DNMT1","H2BC11",0.000499,"Databases"
"DNMT1","H2BC17",0.000499,"Databases"
"DNMT1","H2BC15",0.000499,"Databases"
"DNMT1","H2BC9",0.000564,"Experiments + Databases"
"DNMT1","PAX6",0.000678,"Experiments"
"DNMT1","H2AX",0.000777,"Experiments + Databases"
"DNMT1","H3C2",9e-04,"Experiments"
"DNMT1","H3C10",9e-04,"Experiments"
"DNMT1","H3C6",9e-04,"Experiments"
"DNMT1","PCNA",0.000966,"Experiments"
"DNMT1","EHMT2",0.00099,"Experiments"
"DNMT1","UHRF1",0.000999,"Experiments + Databases"
"CPLX2","VAMP1",0.00054,"Databases"
"AKR1B10","AKR1B15",0.000478,"Experiments"
"ZSWIM5","PRAME",0.00054,"Databases"
"COL4A2","LOXL2",0.000405,"Experiments"
"COL4A2","BMP7",0.000452,"Text-mining"
"COL4A2","COL15A1",0.00054,"Databases"
"COL4A2","SERPINH1",0.000603,"Experiments + Databases"
"COL4A2","COL4A1",0.000999,"Experiments + Databases"
"RRM2","CDK1",0.000661,"Experiments"
"RRM2","CCNF",0.000685,"Experiments"
"WDHD1","HJURP",0.000432,"Text-mining"
"WDHD1","POLD1",0.000502,"Experiments"
"WDHD1","DIAPH3",0.000569,"Text-mining"
"WDHD1","DDX11",0.000607,"Experiments"
"WDHD1","MCM3",0.000896,"Experiments"
"WDHD1","GINS3",0.000958,"Experiments"
"WDHD1","MCM10",0.000978,"Experiments"
"WDHD1","CDC45",0.000995,"Experiments"
"WHRN","GPSM2",0.00066,"Experiments"
"NRG2","GABRQ",0.000499,"Databases"
"NRG2","GABRG2",0.000499,"Databases"
"E2F2","E2F5",0.000622,"Experiments"
"E2F2","RBL1",0.000637,"Experiments"
"SMG5","SNRPE",0.00054,"Databases"
"SMG5","SNRPB",0.00054,"Databases"
"EXO1","XRCC3",0.000499,"Databases"
"EXO1","RHNO1",0.000499,"Databases"
"EXO1","CDK1",0.000531,"Experiments"
"EXO1","RAD51",0.000538,"Databases"
"EXO1","RFC3",0.000543,"Databases"
"EXO1","RFC4",0.000588,"Databases"
"EXO1","BRCA2",0.000628,"Databases"
"EXO1","PCNA",0.000848,"Experiments + Databases"
"CHML","RAB3B",0.000528,"Experiments + Databases"
"ACTN2","RASGRF1",4e-04,"Databases"
"ACTN2","TOP2A",0.000414,"Text-mining"
"ACTN2","CDK1",0.000416,"Text-mining"
"ACTN2","TPM2",0.00044,"Experiments"
"COA6","COX7B2",0.000501,"Experiments + Databases"
"COA6","C1orf198",0.000514,"Experiments + Databases"
"COA6","COX4I2",0.000684,"Experiments + Databases"
"C1orf198","COX4I2",0.000623,"Experiments + Databases"
"ENAH","ROBO1",0.000499,"Databases"
"CENPF","MKI67",0.000448,"Experiments"
"CENPF","KIF2C",0.00047,"Text-mining"
"CENPF","FBF1",0.00054,"Databases"
"CENPF","ZWINT",0.000584,"Text-mining"
"DTL","CHEK1",0.000457,"Experiments"
"DTL","RFC3",0.000499,"Databases"
"DTL","POLD1",0.000499,"Databases"
"DTL","RFC4",0.000499,"Databases"
"DTL","DCAF8L2",0.00054,"Databases"
"DTL","DCAF8L1",0.00054,"Databases"
"DTL","DET1",9e-04,"Databases"
"DTL","PCNA",0.000979,"Experiments + Databases"
"NEK2","CDC20",0.000861,"Experiments + Databases"
"KISS1","GRPR",0.000402,"Text-mining"
"KIF14","HJURP",0.000405,"Experiments"
"KIF14","KIF4A",0.000413,"Experiments"
"KIF14","RACGAP1",0.000455,"Experiments"
"KIF14","KLC2",0.00054,"Databases"
"KIF14","KIF5A",0.00054,"Databases"
"KIF14","KIF21B",0.00054,"Databases"
"KIF14","KIF18B",0.00054,"Databases"
"KIF14","KIFC1",0.00054,"Databases"
"KIF14","KIF2C",0.00066,"Experiments + Databases"
"KIF14","KIF20A",0.000756,"Experiments + Databases"
"KIF14","PRC1",0.000902,"Experiments + Databases"
"ASPM","TOP2A",0.000477,"Text-mining"
"ASPM","WDR62",0.000798,"Experiments"
"CACNA1E","CATSPER2",0.00054,"Databases"
"CACNA1E","CACNB4",0.000592,"Experiments + Databases"
"CACYBP","APC2",0.00054,"Databases"
"USP21","BEND3",0.00042,"Experiments"
"BGLAP","GPR158",0.000607,"Text-mining"
"BGLAP","SPP1",0.000913,"Text-mining"
"CENPW","HJURP",0.000499,"Databases"
"CENPW","H4C5",8e-04,"Experiments"
"CENPW","H4C8",8e-04,"Experiments"
"CENPW","H4C12",8e-04,"Experiments"
"CENPW","H4C14",8e-04,"Experiments"
"CENPW","H2BC6",8e-04,"Experiments"
"CENPW","H2BC8",8e-04,"Experiments"
"CENPW","CENPO",0.000972,"Experiments + Databases"
"CENPW","CENPK",0.000979,"Experiments + Databases"
"CENPW","CENPI",0.000985,"Experiments + Databases"
"EFNA3","EFNA4",4e-04,"Databases"
"EFNA3","EPHB2",0.000562,"Databases"
"EFNA3","EPHA10",0.000861,"Databases"
"PYGO2","H3C2",0.000903,"Experiments"
"PYGO2","H3C6",0.000903,"Experiments"
"PYGO2","H3C10",0.000903,"Experiments"
"EBF3","EBF2",0.000459,"Experiments"
"MKI67","TOP2A",0.000474,"Text-mining"
"S100A10","HTR1D",0.000435,"Text-mining"
"PSMD4","NUPR1",0.000457,"Experiments"
"PSMD4","UBD",0.000825,"Experiments + Databases"
"SCNM1","SNRPE",8e-04,"Experiments"
"SCNM1","SNRPB",8e-04,"Experiments"
"DMBT1","PACC1",0.000418,"Text-mining"
"SEMA6C","PLXNA3",0.000469,"Experiments"
"SEMA6C","PLXNA1",0.000835,"Experiments"
"H3C10","H2BC8",0.000807,"Experiments"
"H3C10","H2BC6",0.000807,"Experiments"
"H3C10","H3C6",9e-04,"Experiments"
"H3C10","UHRF1",9e-04,"Experiments"
"H3C10","H2BC11",0.000903,"Experiments"
"H3C10","H2AX",0.000906,"Experiments"
"H3C10","EHMT2",0.000913,"Experiments"
"H3C10","H3C2",0.000921,"Experiments"
"H3C10","H4C8",0.000942,"Experiments"
"H3C10","H4C5",0.000942,"Experiments"
"H3C10","H4C12",0.000942,"Experiments"
"H3C10","H4C14",0.000965,"Experiments"
"GJA10","GJC1",0.000401,"Databases"
"PLXNA3","SEMA5B",0.000413,"Experiments"
"PLXNA3","PLXNA1",0.000578,"Databases"
"IRAK1","SPP1",0.000408,"Text-mining"
"GABRA3","GABRE",0.00054,"Databases"
"GABRA3","GABRR3",0.000543,"Databases"
"GABRA3","GABRQ",0.000577,"Experiments + Databases"
"GABRA3","GABRD",0.000577,"Experiments + Databases"
"GABRA3","GABRG2",0.000637,"Experiments + Databases"
"GABRE","GABRG2",0.00054,"Databases"
"GABRE","GABRR3",0.000541,"Databases"
"GABRE","GABRD",0.000577,"Experiments + Databases"
"GABRE","GABRQ",0.000577,"Experiments + Databases"
"FATE1","RNF183",0.000477,"Experiments"
"COL24A1","SERPINH1",0.000525,"Databases"
"LRRC1","RECQL4",0.000457,"Experiments"
"CEP55","CDC45",0.000405,"Experiments"
"CEP55","RACGAP1",0.000526,"Text-mining"
"ORC1","H4C14",0.000429,"Experiments"
"ORC1","MCM10",0.000516,"Experiments + Databases"
"ORC1","CCNA2",0.000524,"Experiments"
"ORC1","H2AX",0.000526,"Experiments + Databases"
"ORC1","H2BC11",0.000547,"Experiments + Databases"
"ORC1","H2BC17",0.000547,"Experiments + Databases"
"ORC1","H2BC15",0.000547,"Experiments + Databases"
"ORC1","H2BC9",0.000547,"Experiments + Databases"
"ORC1","MCM8",0.00063,"Experiments + Databases"
"ORC1","CDK1",0.000668,"Experiments + Databases"
"ORC1","MCM3",0.000775,"Experiments + Databases"
"ORC1","CDC7",0.000799,"Experiments + Databases"
"ORC1","CDC45",8e-04,"Experiments + Databases"
"STIL","CEP152",0.000576,"Experiments + Databases"
"RAD54L","CDK1",0.000408,"Text-mining"
"RAD54L","RAD51",0.000732,"Experiments"
"KIF2C","CDCA8",0.000415,"Experiments"
"KIF2C","KLC2",0.00054,"Databases"
"KIF2C","KIF21B",0.00054,"Databases"
"KIF2C","KIF5A",0.00054,"Databases"
"KIF2C","KIFC1",0.000548,"Databases"
"KIF2C","KIF20A",0.000549,"Databases"
"KIF2C","KIF18B",0.000926,"Experiments + Databases"
"CDC20","TK1",0.00041,"Experiments"
"CDC20","KIF20A",0.000463,"Text-mining"
"CDC20","SPATC1",0.000497,"Experiments"
"CDC20","RAD51",0.00054,"Databases"
"CDC20","CDC20B",0.00054,"Databases"
"CDC20","BRCA2",0.00054,"Databases"
"CDC20","CUL7",0.00054,"Databases"
"CDC20","PCNA",0.000651,"Experiments"
"CDC20","CKS2",0.00067,"Experiments"
"CDC20","PTTG1",0.000834,"Experiments + Databases"
"CDC20","CDK1",0.000972,"Experiments + Databases"
"CDC20","CCNA2",0.000997,"Experiments + Databases"
"CENPI","CDCA8",0.000431,"Text-mining"
"CENPI","HJURP",0.000499,"Databases"
"CENPI","H4C5",8e-04,"Experiments"
"CENPI","H4C8",8e-04,"Experiments"
"CENPI","H4C14",8e-04,"Experiments"
"CENPI","H4C12",8e-04,"Experiments"
"CENPI","H2BC6",0.000801,"Experiments"
"CENPI","H2BC8",0.000801,"Experiments"
"CENPI","CENPO",0.000998,"Experiments + Databases"
"CENPI","CENPK",0.000999,"Experiments + Databases"
"LCN2","LOXL2",0.000412,"Text-mining"
"EPHA10","EPHB2",0.000499,"Databases"
"EPHA10","EFNA4",0.00086,"Databases"
"CDCA8","CDK1",0.00041,"Text-mining"
"CDCA8","KIF20A",0.000434,"Experiments"
"CDCA8","KCNJ6",0.00088,"Text-mining"
"CDCA8","INCENP",0.000998,"Experiments + Databases"
"GLP1R","GNG4",0.000506,"Experiments + Databases"
"RBL1","CCNE2",0.000499,"Databases"
"RBL1","CCNA2",0.00078,"Experiments + Databases"
"RBL1","E2F5",0.000989,"Experiments + Databases"
"ZWINT","BFSP1",0.000598,"Experiments"
"ZWINT","SPC24",0.000868,"Experiments + Databases"
"ZWINT","DSN1",0.000868,"Experiments + Databases"
"TNFSF15","TNFRSF25",0.000999,"Experiments + Databases"
"KIF4A","BRCA2",0.000534,"Experiments"
"KIF4A","PRC1",0.000634,"Experiments"
"KIF4A","KIF20A",0.00076,"Text-mining"
"COL15A1","COL4A1",0.00054,"Databases"
"COL15A1","SERPINH1",0.000582,"Databases"
"ACTL8","ACTG2",0.00054,"Databases"
"NEU1","NMB",0.000412,"Text-mining"
"MSH5","HJURP",0.000405,"Text-mining"
"MSH5","BRCA2",0.000499,"Databases"
"CKS2","PLEKHG2",0.00047,"Experiments"
"CKS2","CCNA2",0.000894,"Experiments"
"CKS2","CDK1",0.000998,"Experiments"
"COL4A1","SERPINH1",0.000526,"Databases"
"SHC3","ARTN",4e-04,"Databases"
"COX4I2","COX7B2",0.000689,"Experiments + Databases"
"ARHGAP39","ROBO1",0.000548,"Databases"
"SLC22A12","NDUFA13",0.000629,"Experiments"
"TP73","E2F5",4e-04,"Text-mining"
"TP73","DSN1",0.000435,"Experiments"
"GABRD","GABRQ",0.00054,"Databases"
"GABRD","GABRR3",0.00054,"Databases"
"GABRD","GABRG2",0.000577,"Experiments + Databases"
"FANCG","EME1",0.000499,"Databases"
"FANCG","EME2",0.000499,"Databases"
"FANCG","POLN",0.00063,"Experiments + Databases"
"FANCG","XRCC3",0.000827,"Experiments"
"FANCG","BRCA2",0.00096,"Experiments"
"FANCG","UBE2T",0.00098,"Experiments + Databases"
"FANCG","FAAP24",0.000991,"Experiments + Databases"
"FANCG","FANCB",0.000999,"Experiments + Databases"
"FANCG","FANCA",0.000999,"Experiments + Databases"
"MCM8","CDK1",0.000499,"Databases"
"MCM8","GINS3",5e-04,"Experiments"
"MCM8","CDC7",0.000638,"Experiments + Databases"
"MCM8","MCM10",0.000646,"Experiments + Databases"
"MCM8","CDC45",0.000709,"Experiments + Databases"
"MCM8","MCM3",0.000948,"Experiments + Databases"
"NR0B1","RPL36A",0.00072,"Databases"
"NR0B1","RPL30",0.00072,"Databases"
"NRCAM","SCN4A",0.000499,"Databases"
"NRCAM","KCNQ3",0.000499,"Databases"
"NRCAM","PLXNA1",0.000547,"Text-mining"
"NRCAM","CNTNAP4",0.00079,"Text-mining"
"PCNA","CDC45",0.000451,"Experiments"
"PCNA","CCNA2",0.000528,"Experiments"
"PCNA","PSMC3IP",0.00054,"Databases"
"PCNA","RAD51",0.000565,"Experiments"
"PCNA","POLN",0.000592,"Experiments"
"PCNA","CCNE2",0.00067,"Experiments"
"PCNA","CDK1",0.000677,"Experiments"
"PCNA","MCM3",0.00072,"Databases"
"PCNA","PRIM2",0.00072,"Databases"
"PCNA","POLD1",0.000983,"Experiments + Databases"
"PCNA","RFC3",0.00099,"Experiments + Databases"
"PCNA","RFC4",0.000993,"Experiments + Databases"
"RFC3","RHNO1",0.000499,"Databases"
"RFC3","PRIM2",0.000499,"Databases"
"RFC3","POLD1",0.000499,"Databases"
"RFC3","RFC4",0.000999,"Experiments + Databases"
"BRCA2","DSN1",0.000457,"Experiments"
"BRCA2","H2BC15",0.000499,"Databases"
"BRCA2","H2BC9",0.000499,"Databases"
"BRCA2","H2BC11",0.000499,"Databases"
"BRCA2","H2BC17",0.000499,"Databases"
"BRCA2","CDC45",0.000527,"Experiments"
"BRCA2","CDC20B",0.00054,"Databases"
"BRCA2","FANCA",0.000637,"Text-mining"
"BRCA2","POLD1",0.000664,"Databases"
"BRCA2","CUL7",0.00072,"Databases"
"BRCA2","CCNA2",0.000728,"Experiments"
"BRCA2","HMMR",0.000815,"Text-mining"
"BRCA2","H2AX",0.000894,"Experiments + Databases"
"BRCA2","XRCC3",0.000977,"Experiments + Databases"
"BRCA2","RAD51",0.000999,"Experiments + Databases"
"GRPR","NMB",0.000726,"Databases"
"COL2A1","SERPINH1",0.000608,"Databases"
"CENPO","HJURP",0.000499,"Databases"
"CENPO","H4C8",8e-04,"Experiments"
"CENPO","H4C5",8e-04,"Experiments"
"CENPO","H2BC6",8e-04,"Experiments"
"CENPO","H4C14",8e-04,"Experiments"
"CENPO","H4C12",8e-04,"Experiments"
"CENPO","H2BC8",8e-04,"Experiments"
"CENPO","CENPK",0.000999,"Experiments + Databases"
"CDX2","PAX6",0.000473,"Experiments"
"CDC20B","RAD51",0.00054,"Databases"
"CDC20B","CUL7",0.00054,"Databases"
"ESM1","IGF2BP2",0.000412,"Text-mining"
"LZTS1","CDK1",0.000549,"Experiments"
"BAIAP2L2","AP1M2",0.00054,"Databases"
"CATSPER2","CACNB4",0.000749,"Experiments + Databases"
"FBXL18","FBXL16",0.000459,"Experiments"
"PPP2R2C","PPP4R3C",0.00054,"Databases"
"PPP2R2C","PPP2R3B",0.000634,"Databases"
"MSX1","OSR2",0.000403,"Text-mining"
"MSX1","EHMT2",0.000459,"Text-mining"
"NSD2","H2BC9",0.000502,"Experiments + Databases"
"NSD2","H2BC17",0.000502,"Experiments + Databases"
"NSD2","H2BC15",0.000502,"Experiments + Databases"
"NSD2","H2AX",0.000523,"Experiments + Databases"
"NSD2","H4C8",0.000802,"Experiments"
"NSD2","H4C5",0.000802,"Experiments"
"NSD2","H4C12",0.000802,"Experiments"
"NSD2","H4C14",0.000802,"Experiments"
"NSD2","H2BC11",0.000896,"Experiments + Databases"
"CSPG5","COLEC12",0.000433,"Experiments"
"LAMB4","ITGA6",0.00065,"Databases"
"FAM83H","MROH1",0.00042,"Text-mining"
"FANCA","CDK1",0.000457,"Experiments"
"FANCA","EME2",0.000499,"Databases"
"FANCA","EME1",0.000499,"Databases"
"FANCA","POLN",0.00063,"Experiments + Databases"
"FANCA","UBE2T",0.000989,"Experiments + Databases"
"FANCA","FANCB",0.000999,"Experiments + Databases"
"FANCA","FAAP24",0.000999,"Experiments + Databases"
"PPP2R3B","PPP4R3C",0.00054,"Databases"
"CCL25","CXCL17",0.000734,"Experiments"
"RFC4","PRIM2",0.000499,"Databases"
"RFC4","POLD1",0.000499,"Databases"
"RFC4","RHNO1",0.000499,"Databases"
"ECT2","CDK1",0.000503,"Text-mining"
"ECT2","RACGAP1",0.000998,"Experiments + Databases"
"EME1","FANCB",0.000499,"Databases"
"EME1","FAAP24",0.000499,"Databases"
"EME1","EME2",0.00098,"Databases"
"PLXNA1","SEMA5B",0.000617,"Experiments"
"HMMR","FAM83D",0.000764,"Experiments"
"USP49","H2BC11",0.000499,"Databases"
"USP49","H2BC18",0.000499,"Databases"
"USP49","H2BC9",0.000499,"Databases"
"USP49","H2BC17",0.000499,"Databases"
"USP49","H2BC15",0.000499,"Databases"
"GPC3","IGF2",0.000762,"Text-mining"
"INCENP","KIF20A",0.000967,"Experiments"
"INCENP","KCNJ6",0.00098,"Text-mining"
"KIF20A","KIF5A",0.00054,"Databases"
"KIF20A","KIF21B",0.00054,"Databases"
"KIF20A","KLC2",0.00054,"Databases"
"KIF20A","KIF18B",0.00054,"Databases"
"KIF20A","KIFC1",0.000572,"Databases"
"KIF20A","RACGAP1",0.000931,"Experiments + Databases"
"CCL26","CXCL17",0.000734,"Experiments"
"SPP1","MDK",0.000503,"Text-mining"
"SPP1","IGF2",0.000739,"Text-mining"
"PFDN6","KIF21B",0.000418,"Experiments"
"PFDN6","TUBA3C",0.000499,"Databases"
"CDK1","HMGA1",0.000457,"Experiments"
"CDK1","FAM83D",0.000469,"Text-mining"
"CDK1","PLEKHG2",0.00047,"Experiments"
"CDK1","H2AX",0.000475,"Text-mining"
"CDK1","TK1",0.000485,"Text-mining"
"CDK1","CDKN2A",0.000524,"Text-mining"
"CDK1","RACGAP1",0.000533,"Experiments"
"CDK1","PBK",0.000537,"Experiments"
"CDK1","CCNE2",0.000696,"Experiments"
"CDK1","CCNF",0.000707,"Experiments"
"CDK1","TOP2A",0.000822,"Text-mining"
"CDK1","CCNA2",0.000999,"Experiments + Databases"
"EHMT2","BANF2",0.000408,"Text-mining"
"EHMT2","H3C6",0.000903,"Experiments"
"EHMT2","H3C2",0.000913,"Experiments"
"EHMT2","UHRF1",0.000986,"Experiments"
"BMP7","KCP",0.000404,"Text-mining"
"CCHCR1","IQCC",0.00067,"Experiments"
"CENPK","HJURP",0.000686,"Databases"
"CENPK","H4C14",8e-04,"Experiments"
"CENPK","H4C5",8e-04,"Experiments"
"CENPK","H4C12",8e-04,"Experiments"
"CENPK","H2BC6",8e-04,"Experiments"
"CENPK","H2BC8",8e-04,"Experiments"
"CENPK","H4C8",8e-04,"Experiments"
"CDH24","CDH8",0.00054,"Databases"
"CDH24","APC2",0.00054,"Databases"
"CDH24","CTNNA2",0.000552,"Databases"
"CFAP53","RIBC2",0.000802,"Experiments"
"KCNU1","KCNN1",9e-04,"Databases"
"KCNU1","KCNN3",9e-04,"Databases"
"EPHB2","SPSB2",0.000465,"Experiments"
"EPHB2","CACNB4",0.000626,"Text-mining"
"EPHB2","EFNA4",0.000757,"Databases"
"CTNNA2","APC2",0.00054,"Databases"
"CTNNA2","SAPCD1",0.00057,"Experiments"
"CTNNA2","CDH8",0.000802,"Experiments + Databases"
"BLVRA","DNASE1L2",0.000578,"Experiments"
"ADRA2C","GNAZ",0.000499,"Databases"
"ADRA2C","GNG4",0.00052,"Experiments + Databases"
"TONSL","H2AX",0.00042,"Experiments"
"TONSL","H4C8",9e-04,"Experiments"
"TONSL","H4C5",9e-04,"Experiments"
"TONSL","H4C14",9e-04,"Experiments"
"TONSL","H4C12",0.000912,"Experiments"
"SAPCD2","GPSM1",4e-04,"Experiments"
"ACTG2","TPM2",0.000557,"Experiments + Databases"
"NCAPG2","H2BC11",0.000499,"Databases"
"NCAPG2","H2BC17",0.000499,"Databases"
"NCAPG2","H2BC9",0.000499,"Databases"
"NCAPG2","H2AX",0.000499,"Databases"
"NCAPG2","H2BC15",0.000499,"Databases"
"SLC12A5","NETO2",0.000621,"Text-mining"
"DSN1","SPC24",0.000845,"Experiments + Databases"
"CHEK1","CCNE2",0.000441,"Text-mining"
"CHEK1","MCM3",0.000547,"Experiments"
"CHEK1","RHNO1",8e-04,"Databases"
"CHEK1","RAD51",0.000903,"Experiments"
"IGF2","IGF2BP2",0.000972,"Text-mining"
"PLEKHG2","CCNA2",0.000568,"Experiments"
"CDC7","CDKN2A",0.000824,"Experiments"
"CDC7","CDC45",0.000872,"Databases"
"CDC7","MCM10",0.000896,"Experiments + Databases"
"CDC7","MCM3",0.000908,"Experiments + Databases"
"KIFC1","KPNA2",0.000461,"Experiments"
"KIFC1","KIF21B",0.00054,"Databases"
"KIFC1","KIF5A",0.00054,"Databases"
"KIFC1","KIF18B",0.00054,"Databases"
"KIFC1","KLC2",0.000564,"Databases"
"FGF13","FGF12",0.000463,"Text-mining"
"SCN4A","GRIK4",0.00054,"Databases"
"E2F5","CCNE2",0.000499,"Databases"
"E2F5","CCNA2",0.000499,"Databases"
"GNG4","KCNJ5",0.000532,"Experiments + Databases"
"GNG4","KCNJ6",0.000568,"Experiments + Databases"
"GNG4","GNAZ",0.000656,"Experiments + Databases"
"KLC2","KIF18B",0.00054,"Databases"
"KLC2","KIF21B",0.00054,"Databases"
"KLC2","KIF5A",0.000995,"Experiments + Databases"
"HMGA1","CUL7",0.000457,"Experiments"
"HMGA1","HMGA2",0.000846,"Databases"
"SNRPE","DDX39B",0.00072,"Databases"
"SNRPE","SNRPB",0.000999,"Experiments + Databases"
"GINS3","RECQL4",0.000457,"Experiments"
"GINS3","MCMDC2",5e-04,"Experiments"
"GINS3","MCM3",0.000989,"Experiments + Databases"
"GINS3","CDC45",0.000999,"Experiments + Databases"
"L3MBTL1","H4C12",9e-04,"Experiments"
"L3MBTL1","H4C8",9e-04,"Experiments"
"L3MBTL1","H4C5",9e-04,"Experiments"
"L3MBTL1","H4C14",0.000946,"Experiments"
"RPL36A","RECQL4",0.000457,"Experiments"
"RPL36A","RPS10",0.000867,"Experiments"
"RPL36A","RPL30",0.000987,"Experiments + Databases"
"DCAF8L1","DCAF8L2",0.00054,"Databases"
"DCAF8L1","DET1",0.00054,"Databases"
"CDC45","MCMDC2",0.000442,"Experiments"
"CDC45","POLD1",0.000625,"Experiments"
"CDC45","CDKN2A",0.000731,"Experiments"
"CDC45","RECQL4",0.000869,"Experiments"
"CDC45","MCM10",0.000998,"Experiments + Databases"
"CDC45","MCM3",0.000998,"Experiments + Databases"
"KIF5A","KIF21B",0.00054,"Databases"
"KIF5A","KIF18B",0.00054,"Databases"
"IGF2BP2","HMGA2",0.000978,"Text-mining"
"STMN1","TPM2",0.000414,"Experiments"
"GABRG2","GABRR3",0.000543,"Databases"
"GABRG2","GABRQ",0.000578,"Experiments + Databases"
"FIGNL1","RAD51",0.000457,"Experiments"
"TOP2A","FBXO32",0.000405,"Experiments"
"TOP2A","H2BC9",0.000417,"Experiments"
"TOP2A","CCNA2",0.000654,"Text-mining"
"GPR35","CXCL17",0.000897,"Text-mining"
"KIF21B","KIF18B",0.00054,"Databases"
"SNRPB","DDX39B",0.000756,"Experiments + Databases"
"MCMDC2","MCM3",0.000505,"Experiments"
"HJURP","H4C14",9e-04,"Experiments"
"HJURP","H4C8",9e-04,"Experiments"
"HJURP","H4C5",9e-04,"Experiments"
"HJURP","H4C12",0.000912,"Experiments"
"MCM10","CDKN2A",0.000707,"Experiments"
"MCM10","RECQL4",0.000951,"Experiments"
"MCM10","MCM3",0.000972,"Experiments + Databases"
"CDKN2A","CDK5RAP3",0.000457,"Experiments"
"RPL30","CUL7",0.000402,"Experiments"
"RPL30","RECQL4",0.000457,"Experiments"
"RPL30","BOP1",0.000615,"Experiments"
"RPL30","RPS10",0.000936,"Experiments"
"CLVS1","AP1M2",0.000499,"Databases"
